timestamp,link_type,tx_id,rx_id,received_power,path_loss,delay_spread,is_line_of_sight,num_paths,p_tot_watts,p_max_watts,dominance,k_factor,k_factor_db,prop_mode,received_power_watts,snr,snr_db,theoretical_throughput_bps,theoretical_throughput_mbps,mcs_index,spectral_efficiency_bpshz,throughput_mbps_mcs
16.0,V2V,ew_15,ew_17,-62.72,85.72,0.2,True,2,5.345116614775e-10,5.059467916116e-10,0.946559,17.712204,12.48,D,5.345643593969712e-10,1335.7430269789386,31.257229156998072,1038450643.5706348,1038.4506435706346,7,5.5,550.0
16.0,V2V,ew_15,ew_18,-65.33,88.33,0.22,True,2,2.931400429121e-10,2.502155776413e-10,0.85357,5.829207,7.66,D,2.9308932452503244e-10,732.3571327462079,28.64722915699808,951837212.7787848,951.8372127787848,7,5.5,550.0
16.0,V2V,ew_15,ew_19,-68.39,91.39,0.03,True,2,1.448189740781e-10,1.44322778781e-10,0.996574,290.85882,24.64,D,1.4487718535447602e-10,362.01195740748625,25.58722915699807,850387326.0332837,850.3873260332837,7,5.5,550.0
16.0,V2V,ew_16,ew_4,-76.01,99.01,0.07,True,2,2.5059233581150004e-11,1.940340815741e-11,0.774302,3.430694,5.35,D,2.5061092530321087e-11,62.62142061549496,17.967229156998066,599144068.1352142,599.1440681352142,5,3.3,330.0
16.0,V2V,ew_16,ew_5,-74.93,97.93,0.09,True,2,3.211077788891e-11,2.1219503611680003e-11,0.660822,1.948303,2.9,D,3.213660538640315e-11,80.30136278461556,19.04722915699807,634520763.0042877,634.5207630042877,5,3.3,330.0
16.0,V2V,ew_16,ew_6,-75.21,98.21,0.08,True,2,3.010721469096e-11,2.358939006855e-11,0.783513,3.619212,5.59,D,3.0130060241861284e-11,75.28750685122759,18.767229156998084,625337490.9751575,625.3374909751575,5,3.3,330.0
16.0,V2V,ew_16,ew_7,-75.51,98.51,0.04,True,2,2.8096694250900003e-11,2.672476733157e-11,0.951171,19.479731,12.9,D,2.8119008303989397e-11,70.26238956519089,18.467229156998073,615506895.5513372,615.5068955513373,5,3.3,330.0
16.0,V2V,ew_16,ew_8,-73.44,96.44,0.05,True,2,4.526413278108e-11,4.365768358357e-11,0.964509,27.176511,14.34,D,4.5289757990362126e-11,113.16781107037012,20.53722915699808,683501213.8591897,683.5012138591898,6,4.4,440.00000000000006
16.0,V2V,ew_16,ew_9,-71.12,94.12,0.13,True,2,7.721154865135001e-11,5.183836331176e-11,0.671381,2.043037,3.1,D,7.726805850957022e-11,193.07360946919093,22.857229156998073,760046014.0508099,760.0460140508098,6,4.4,440.00000000000006
16.0,V2V,ew_16,ew_10,-71.64,94.64,0.08,True,2,6.857687621064001e-11,6.38207926043e-11,0.930646,13.41877,11.28,D,6.854882264526619e-11,171.28641340646226,22.337229156998077,742866512.4164145,742.8665124164145,6,4.4,440.00000000000006
16.0,V2V,ew_16,ew_11,-69.15,92.15,0.17,True,2,1.215865953527e-10,8.234719194617001e-11,0.677272,2.098584,3.22,D,1.2161860006463652e-10,303.8945528851487,24.827229156998065,825216656.5783975,825.2166565783975,6,4.4,440.00000000000006
16.0,V2V,ew_16,ew_12,-66.43,89.43,0.22,True,2,2.274083310409e-10,1.746308007899e-10,0.767917,3.30881,5.2,D,2.2750974307720667e-10,568.4901126366983,27.547229156998068,915352698.4168464,915.3526984168464,7,5.5,550.0
16.0,V2V,ew_16,ew_13,-65.09,88.09,0.21,True,2,3.099835791714e-10,2.714450135939e-10,0.875675,7.043464,8.48,D,3.0974192992165775e-10,773.9678408837026,28.88722915699807,959799263.3374194,959.7992633374192,7,5.5,550.0
16.0,V2V,ew_16,ew_14,-62.72,85.72,0.2,True,2,5.345995572954e-10,5.059467916116e-10,0.946403,17.657869,12.47,D,5.345643593969712e-10,1335.7430269789386,31.257229156998072,1038450643.5706348,1038.4506435706346,7,5.5,550.0
16.0,V2V,ew_16,ew_15,-58.54,81.54,0.18,True,2,1.397996201998e-09,1.375977150478e-09,0.98425,62.490301,17.96,D,1.3995873225726181e-09,3497.2196965832527,35.43722915699807,1177240518.1474018,1177.240518147402,7,5.5,550.0
16.0,V2V,ew_16,ew_17,-54.86,77.86,0.02,True,2,3.265832201959e-09,3.265551237978e-09,0.999914,11622.668612,40.65,D,3.2658783217233603e-09,8160.615496560119,39.11722915699808,1299463902.9775069,1299.463902977507,7,5.5,550.0
16.0,V2V,ew_16,ew_18,-60.94,83.94,0.24,True,2,8.046223992213e-10,7.60583991592e-10,0.945268,17.270924,12.37,D,8.053784411990675e-10,2012.4398830561408,33.03722915699808,1097544668.1846893,1097.5446681846893,7,5.5,550.0
16.0,V2V,ew_16,ew_19,-64.14,87.14,0.27,True,2,3.852925182729e-10,3.156937559183e-10,0.819361,4.53591,6.57,D,3.854783576657721e-10,963.2142870209196,29.837229156998077,991320999.6465456,991.3209996465456,7,5.5,550.0
16.0,V2V,ew_17,ew_4,-75.43,98.43,0.08,True,2,2.864947890134e-11,1.6725512525100002e-11,0.583798,1.40268,1.47,D,2.864177969906574e-11,71.56866491520674,18.547229156998064,618127482.3133216,618.1274823133216,5,3.3,330.0
16.0,V2V,ew_17,ew_5,-77.17,100.17,0.04,True,2,1.918285228185e-11,1.817176603569e-11,0.947292,17.972518,12.55,D,1.9186687406702872e-11,47.94274714318558,16.80722915699807,561302317.6660594,561.3023176660594,5,3.3,330.0
16.0,V2V,ew_17,ew_6,-74.92,97.92,0.09,True,2,3.217502521007e-11,2.003841065369e-11,0.622794,1.651071,2.18,D,3.2210687912834344e-11,80.48647654381395,19.057229156998076,634848874.5126301,634.8488745126301,5,3.3,330.0
16.0,V2V,ew_17,ew_7,-76.45,99.45,0.02,True,2,2.2662524745980003e-11,2.247453809927e-11,0.991705,119.553907,20.78,D,2.2646443075930572e-11,56.58781378293495,17.527229156998068,584769164.8656303,584.7691648656303,5,3.3,330.0
16.0,V2V,ew_17,ew_8,-72.54,95.54,0.11,True,2,5.570298816634e-11,3.507713506327e-11,0.629717,1.700639,2.31,D,5.571857489319293e-11,139.22682382107178,21.43722915699807,713161853.6927099,713.1618536927099,6,4.4,440.00000000000006
16.0,V2V,ew_17,ew_9,-72.05,95.05,0.12,True,2,6.239004816583001e-11,4.088647461867e-11,0.655336,1.90138,2.79,D,6.237348354824192e-11,155.85578098011473,21.927229156998074,729329489.1016493,729.3294891016493,6,4.4,440.00000000000006
16.0,V2V,ew_17,ew_10,-73.06,96.06,0.02,True,2,4.94520421854e-11,4.912538051513e-11,0.993394,150.386118,21.77,D,4.9431068698683526e-11,123.51591378981392,20.917229156998076,696018632.7879,696.0186327879,6,4.4,440.00000000000006
16.0,V2V,ew_17,ew_11,-71.25,94.25,0.12,True,2,7.495611671001001e-11,6.132435533096e-11,0.818137,4.498638,6.53,D,7.498942093324558e-11,187.37986240191304,22.72722915699807,755750094.0470244,755.7500940470244,6,4.4,440.00000000000006
16.0,V2V,ew_17,ew_12,-68.99,91.99,0.12,True,2,1.261399430448e-10,1.151935680885e-10,0.91322,10.523444,10.22,D,1.2618275345906728e-10,315.2992340306529,24.987229156998083,830514625.1916732,830.5146251916732,6,4.4,440.00000000000006
16.0,V2V,ew_17,ew_13,-66.86,89.86,0.2,True,2,2.059771885432e-10,1.635459427784e-10,0.794,3.854375,5.86,D,2.0606299132700007e-10,514.9000283033484,27.117229156998075,901094771.5414563,901.0947715414565,7,5.5,550.0
16.0,V2V,ew_17,ew_14,-65.84,88.84,0.0,True,2,2.605080748892e-10,2.605060477431e-10,0.999992,128508.765257,51.09,D,2.6061535499988917e-10,651.2127811091684,28.137229156998067,934919890.2958834,934.9198902958834,7,5.5,550.0
16.0,V2V,ew_17,ew_15,-62.72,85.72,0.2,True,2,5.345983998607e-10,5.059467916116e-10,0.946405,17.658583,12.47,D,5.345643593969712e-10,1335.7430269789386,31.257229156998072,1038450643.5706348,1038.4506435706346,7,5.5,550.0
16.0,V2V,ew_17,ew_16,-54.86,77.86,0.02,True,2,3.265832026799e-09,3.265551237978e-09,0.999914,11629.918987,40.66,D,3.2658783217233603e-09,8160.615496560119,39.11722915699808,1299463902.9775069,1299.463902977507,7,5.5,550.0
16.0,V2V,ew_17,ew_18,-55.46,78.46,0.02,True,2,2.841623590053e-09,2.841247746296e-09,0.999868,7559.651301,38.79,D,2.8444611074479142e-09,7107.598969135217,38.51722915699807,1279534953.2347517,1279.5349532347514,7,5.5,550.0
16.0,V2V,ew_17,ew_19,-61.69,84.69,0.14,True,2,6.773033838837e-10,6.648630506906e-10,0.981633,53.444151,17.28,D,6.776415076106756e-10,1693.2571404564608,32.28722915699808,1072643713.63736,1072.64371363736,7,5.5,550.0
16.0,V2V,ew_18,ew_5,-76.98,99.98,0.06,True,2,2.0037780364e-11,1.5580136675e-11,0.777538,3.495151,5.43,D,2.004472027365159e-11,50.08675730547624,16.99722915699807,567487745.95195,567.4877459519499,5,3.3,330.0
16.0,V2V,ew_18,ew_6,-75.57,98.57,0.08,True,2,2.770223207058e-11,1.705377680901e-11,0.61561,1.601526,2.05,D,2.7733201046518438e-11,69.2983534395763,18.40722915699808,613541899.3112948,613.5418993112947,5,3.3,330.0
16.0,V2V,ew_18,ew_7,-76.88,99.88,0.05,True,2,2.052988950791e-11,1.895326017738e-11,0.923203,12.02138,10.8,D,2.0511621788255668e-11,51.253427756760786,17.097229156998075,570745377.4099582,570.7453774099582,5,3.3,330.0
16.0,V2V,ew_18,ew_8,-74.15,97.15,0.09,True,2,3.850274740176e-11,2.8412478902830003e-11,0.737934,2.81583,4.5,D,3.845917820453528e-11,96.0998955635564,19.827229156998065,660139783.8832341,660.1397838832341,5,3.3,330.0
16.0,V2V,ew_18,ew_9,-74.61,97.61,0.05,True,2,3.456761784429e-11,3.259679665536e-11,0.942986,16.539703,12.19,D,3.459393778261217e-11,86.44162364470806,19.36722915699807,645024828.4579943,645.0248284579943,5,3.3,330.0
16.0,V2V,ew_18,ew_10,-73.52,96.52,0.08,True,2,4.4419236204070005e-11,3.8371003358230006e-11,0.863838,6.344168,8.02,D,4.4463126746910924e-11,111.1022657344101,20.45722915699808,680867162.6979297,680.8671626979298,6,4.4,440.00000000000006
16.0,V2V,ew_18,ew_11,-71.41,94.41,0.13,True,2,7.225844500324001e-11,4.661992189615e-11,0.645183,1.818354,2.6,D,7.227698036021703e-11,180.60214982562977,22.56722915699807,750463747.1282498,750.4637471282498,6,4.4,440.00000000000006
16.0,V2V,ew_18,ew_12,-70.29,93.29,0.12,True,2,9.35887120765e-11,7.98153670739e-11,0.852831,5.794915,7.63,D,9.3540567414755e-11,233.73455126125685,23.687229156998065,787488640.1744603,787.4886401744603,6,4.4,440.00000000000006
16.0,V2V,ew_18,ew_13,-68.94,91.94,0.15,True,2,1.276236006659e-10,1.063782790595e-10,0.833531,5.007139,7.0,D,1.2764388088113435e-10,318.95022708929116,25.037229156998073,832170368.0148355,832.1703680148355,7,5.5,550.0
16.0,V2V,ew_18,ew_14,-67.6,90.6,0.16,True,2,1.737414340045e-10,1.534839691292e-10,0.883405,7.576662,8.79,D,1.7378008287493763e-10,434.23309064202306,26.377229156998077,876564443.8206458,876.5644438206458,7,5.5,550.0
16.0,V2V,ew_18,ew_15,-65.33,88.33,0.22,True,2,2.931369970311e-10,2.502155776413e-10,0.853579,5.82962,7.66,D,2.9308932452503244e-10,732.3571327462079,28.64722915699808,951837212.7787848,951.8372127787848,7,5.5,550.0
16.0,V2V,ew_18,ew_16,-60.94,83.94,0.24,True,2,8.046189490689e-10,7.60583991592e-10,0.945272,17.272277,12.37,D,8.053784411990675e-10,2012.4398830561408,33.03722915699808,1097544668.1846893,1097.5446681846893,7,5.5,550.0
16.0,V2V,ew_18,ew_17,-55.46,78.46,0.02,True,2,2.841623073161e-09,2.841247746296e-09,0.999868,7570.062272,38.79,D,2.8444611074479142e-09,7107.598969135217,38.51722915699807,1279534953.2347517,1279.5349532347514,7,5.5,550.0
16.0,V2V,ew_18,ew_19,-56.03,79.03,0.06,True,2,2.49703176596e-09,2.49456225116e-09,0.999011,1010.142661,30.04,D,2.494594726942956e-09,6233.370132291243,37.94722915699808,1260602809.444882,1260.6028094448818,7,5.5,550.0
16.0,V2V,ew_19,ew_6,-78.18,101.18,0.03,True,2,1.521325810525e-11,1.454850924983e-11,0.956305,21.885723,13.4,D,1.5205475297324937e-11,37.99469089786341,15.797229156998068,528520581.0228591,528.5205810228591,5,3.3,330.0
16.0,V2V,ew_19,ew_7,-76.03,99.03,0.08,True,2,2.4948403317860003e-11,1.603586969314e-11,0.642761,1.799249,2.55,D,2.4945947269429558e-11,62.33370132291244,17.947229156998077,598490149.0165558,598.4901490165557,5,3.3,330.0
16.0,V2V,ew_19,ew_8,-75.89,98.89,0.06,True,2,2.574052291148e-11,2.319697953134e-11,0.901185,9.119946,9.6,D,2.576321157002573e-11,64.37584100456203,18.08722915699807,603068569.5410335,603.0685695410335,5,3.3,330.0
16.0,V2V,ew_19,ew_9,-74.98,97.98,0.08,True,2,3.1750600387110004e-11,2.625195245914e-11,0.826818,4.774256,6.79,D,3.176874070649769e-11,79.38216068590125,18.99722915699807,632880345.2688832,632.8803452688833,5,3.3,330.0
16.0,V2V,ew_19,ew_10,-73.46,96.46,0.1,True,2,4.5086567265660006e-11,3.037052071739e-11,0.673605,2.063769,3.15,D,4.5081670454146095e-11,112.6478522092606,20.517229156998084,682842660.9202565,682.8426609202565,6,4.4,440.00000000000006
16.0,V2V,ew_19,ew_11,-73.31,96.31,0.1,True,2,4.6654450418210005e-11,3.608070577119e-11,0.77336,3.412292,5.33,D,4.6665938031428824e-11,116.6065418076682,20.66722915699807,687782450.1402991,687.782450140299,6,4.4,440.00000000000006
16.0,V2V,ew_19,ew_12,-71.55,94.55,0.11,True,2,7.006221668107e-11,5.743174713718e-11,0.819725,4.547079,6.58,D,6.998419960022746e-11,174.87306246933397,22.42722915699808,745839071.9668484,745.8390719668483,6,4.4,440.00000000000006
16.0,V2V,ew_19,ew_13,-69.89,92.89,0.15,True,2,1.025390817731e-10,7.307942345378e-11,0.712698,2.480661,3.95,D,1.025651926251408e-10,256.2848391432803,24.087229156998077,800722263.6596824,800.7222636596824,6,4.4,440.00000000000006
16.0,V2V,ew_19,ew_14,-68.63,91.63,0.18,True,2,1.369957487303e-10,9.853737289186e-11,0.719273,2.562182,4.09,D,1.3708817661648548e-10,342.5491669577348,25.34722915699808,842437277.4553422,842.4372774553422,7,5.5,550.0
16.0,V2V,ew_19,ew_15,-68.39,91.39,0.03,True,2,1.448189555605e-10,1.44322778781e-10,0.996574,290.869675,24.64,D,1.4487718535447602e-10,362.01195740748625,25.58722915699807,850387326.0332837,850.3873260332837,7,5.5,550.0
16.0,V2V,ew_19,ew_16,-64.14,87.14,0.27,True,2,3.85287866382e-10,3.156937559183e-10,0.819371,4.536214,6.57,D,3.854783576657721e-10,963.2142870209196,29.837229156998077,991320999.6465456,991.3209996465456,7,5.5,550.0
16.0,V2V,ew_19,ew_17,-61.69,84.69,0.14,True,2,6.773022029126e-10,6.648630506906e-10,0.981634,53.449225,17.28,D,6.776415076106756e-10,1693.2571404564608,32.28722915699808,1072643713.63736,1072.64371363736,7,5.5,550.0
16.0,V2V,ew_19,ew_18,-56.03,79.03,0.06,True,2,2.497031647413e-09,2.49456225116e-09,0.999011,1010.191154,30.04,D,2.494594726942956e-09,6233.370132291243,37.94722915699808,1260602809.444882,1260.6028094448818,7,5.5,550.0
16.0,V2V,ns_0,we_0,-97.71,120.71,0.0,True,1,1.692596056745e-13,1.692596056745e-13,1.0,inf,inf,D,1.6943378004473325e-13,0.423372763729968,-3.7327708430019166,50931353.53422302,50.93135353422302,1,0.38,38.0
16.0,V2V,ns_0,we_1,-90.44,113.44,237.58,False,1,9.029197512803e-13,9.029197512803e-13,1.0,inf,inf,D,9.036494737223005e-13,2.25799468696227,3.5372291569980687,170398425.11625606,170.39842511625605,2,0.88,88.0
16.0,V2V,ns_0,we_2,-90.71,113.71,244.96,False,1,8.492969256454999e-13,8.492969256454999e-13,1.0,inf,inf,D,8.491804750363145e-13,2.1218902424695507,3.2672291569980763,164241981.68070534,164.24198168070535,2,0.88,88.0
16.0,V2V,ns_0,we_3,-91.02,114.02,253.75,False,1,7.915130274816999e-13,7.915130274816999e-13,1.0,inf,inf,D,7.906786279998245e-13,1.9757087156417403,2.957229156998071,157323331.17059216,157.32333117059216,2,0.88,88.0
16.0,V2V,ns_0,we_4,-92.61,115.61,304.99,False,1,5.478763538603e-13,5.478763538603e-13,1.0,inf,inf,D,5.482769649208549e-13,1.3700074085978378,1.3672291569980812,124489156.89676924,124.48915689676925,2,0.88,88.0
16.0,V2V,ns_0,we_5,-92.89,115.89,315.03,False,1,5.135171654446e-13,5.135171654446e-13,1.0,inf,inf,D,5.140436515824264e-13,1.2844668955083116,1.087229156998076,119185753.642597,119.185753642597,2,0.88,88.0
16.0,V2V,ns_0,we_6,-93.21,116.21,326.57,False,1,4.778756391778999e-13,4.778756391778999e-13,1.0,inf,inf,D,4.775292736576912e-13,1.1932265708587986,0.767229156998077,113305485.70502928,113.30548570502928,2,0.88,88.0
16.0,V2V,ns_0,sn_0,-73.56,96.56,6.29,True,8,4.407825794139e-11,1.672729298098e-11,0.379491,0.61158,-2.14,K,4.4055486350655335e-11,110.08367403961851,20.417229156998076,679550298.9284675,679.5502989284676,6,4.4,440.00000000000006
16.0,V2V,ns_0,sn_1,-75.14,98.14,12.47,True,6,3.062692401608e-11,1.5656931641280003e-11,0.511215,1.045888,0.19,D,3.0619634336906756e-11,76.51083042705335,18.83722915699807,627632600.4135207,627.6326004135207,5,3.3,330.0
16.0,V2V,ns_0,sn_2,-76.25,99.25,12.0,True,6,2.373427215622e-11,1.454520862245e-11,0.612836,1.582883,1.99,D,2.3713737056616552e-11,59.25471528389942,17.72722915699807,591300223.9972949,591.3002239972949,5,3.3,330.0
16.0,V2V,ns_0,ew_0,-90.7,113.7,244.81,False,1,8.503931050282999e-13,8.503931050282999e-13,1.0,inf,inf,D,8.511380382023759e-13,2.1267817046536126,3.2772291569980707,164467850.1448139,164.4678501448139,2,0.88,88.0
16.0,V2V,ns_0,ew_1,-90.96,113.96,252.02,False,1,8.023920606939999e-13,8.023920606939999e-13,1.0,inf,inf,D,8.01678063387679e-13,2.003193561688353,3.017229156998073,158649746.24037474,158.64974624037475,2,0.88,88.0
16.0,V2V,ns_0,ew_2,-91.25,114.25,260.64,False,1,7.501890273843e-13,7.501890273843e-13,1.0,inf,inf,D,7.498942093324559e-13,1.87379862401913,2.727229156998074,152295897.12219435,152.29589712219436,2,0.88,88.0
16.0,V2V,ns_0,ew_3,-91.58,114.58,270.73,False,1,6.953279635951999e-13,6.953279635951999e-13,1.0,inf,inf,D,6.950243175887976e-13,1.7366924477481198,2.397229156998079,145243331.2291607,145.2433312291607,2,0.88,88.0
16.0,V2V,ns_0,ew_4,-93.13,116.13,323.82,False,1,4.86029381693e-13,4.86029381693e-13,1.0,inf,inf,D,4.864072056914629e-13,1.21541030907412,0.8472291569980849,114757392.04716772,114.75739204716773,2,0.88,88.0
16.0,V2V,ns_0,ns_1,-48.67,71.67,4.52,True,10,1.358083266865e-08,1.322053866133e-08,0.97347,36.693751,15.65,D,1.3583134465871542e-08,33940.86573181294,45.30722915699808,1505077824.93226,1505.07782493226,7,5.5,550.0
16.0,V2V,ns_0,ns_2,-55.34,78.34,7.26,True,10,2.926877403385e-09,2.873349692514e-09,0.981712,53.679667,17.3,D,2.9241523778433312e-09,7306.727580817917,38.63722915699807,1283520713.8505917,1283.5207138505916,7,5.5,550.0
16.0,V2V,ns_0,ns_3,-59.36,82.36,9.63,True,10,1.15793231208e-09,1.120429021644e-09,0.967612,29.875486,14.75,D,1.1587773561551262e-09,2895.495642566532,34.61722915699808,1150009277.9310205,1150.0092779310205,7,5.5,550.0
16.0,V2V,ns_0,ns_4,-67.55,90.55,7.25,True,4,1.759608497878e-10,1.567322184341e-10,0.890722,8.150981,9.11,D,1.7579236139586926e-10,439.2612728532465,26.427229156998074,878221613.4390581,878.221613439058,7,5.5,550.0
16.0,V2V,ns_0,ns_5,-67.29,90.29,7.28,True,4,1.867076205493e-10,1.205030148896e-10,0.64541,1.820161,2.6,D,1.8663796908346655e-10,466.3617418377475,26.687229156998065,886839582.9928806,886.8395829928805,7,5.5,550.0
16.0,V2V,ns_0,ns_6,-68.53,91.53,5.34,True,4,1.402801927926e-10,9.321210966155e-11,0.664471,1.980368,2.97,D,1.4028137045619588e-10,350.52816205945993,25.447229156998077,845749646.267427,845.749646267427,7,5.5,550.0
16.0,V2V,ns_0,ns_7,-70.15,93.15,0.14,True,2,9.660249915557e-11,7.265450644413e-11,0.752098,3.033845,4.82,D,9.66050878989812e-11,241.3920237355852,23.82722915699807,792119841.5374175,792.1198415374175,6,4.4,440.00000000000006
16.0,V2V,ns_0,ns_8,-72.55,95.55,0.11,True,2,5.563499302709e-11,3.9183054608540006e-11,0.704288,2.381668,3.77,D,5.559042572704037e-11,138.90661101209486,21.427229156998074,712832032.5608476,712.8320325608477,6,4.4,440.00000000000006
16.0,V2V,ns_0,ns_9,-73.79,96.79,0.09,True,2,4.181849619804e-11,3.322178374122e-11,0.794428,3.864475,5.87,D,4.1783036664662135e-11,104.40538896717172,20.18722915699807,671980481.8016146,671.9804818016146,6,4.4,440.00000000000006
16.0,V2V,ns_0,ns_10,-74.55,97.55,0.08,True,2,3.506874781466e-11,2.814380174219e-11,0.802532,4.064119,6.09,D,3.5075187395256795e-11,87.64414641493451,19.427229156998074,646995346.1296508,646.9953461296508,5,3.3,330.0
16.0,V2V,ns_0,ns_11,-74.75,97.75,0.09,True,2,3.346257932277e-11,2.385042483692e-11,0.712749,2.481278,3.95,D,3.3496543915782786e-11,83.69951003443975,19.22722915699808,640428171.8837652,640.4281718837652,5,3.3,330.0
16.0,V2V,ns_0,ns_12,-76.0,99.0,0.08,True,2,2.5093145658430003e-11,1.741469432144e-11,0.694002,2.267996,3.56,D,2.511886431509582e-11,62.76577789879015,17.977229156998074,599471045.4583745,599.4710454583745,5,3.3,330.0
16.0,V2V,ns_0,ns_13,-77.7,100.7,0.05,True,2,1.6985076617540002e-11,1.527132449457e-11,0.899102,8.911046,9.5,D,1.6982436524617425e-11,42.434873874606254,16.277229156998068,544078194.3147799,544.0781943147799,5,3.3,330.0
16.0,V2V,ns_0,wn_0,-92.3,115.3,294.33,False,1,5.882853678049999e-13,5.882853678049999e-13,1.0,inf,inf,D,5.888436553555884e-13,1.4713734516631392,1.677229156998069,130531303.4200822,130.53130342008222,2,0.88,88.0
16.0,V2V,ns_0,wn_1,-92.75,115.75,309.75,False,1,5.311818720303e-13,5.311818720303e-13,1.0,inf,inf,D,5.30884444230988e-13,1.32654783665914,1.22722915699807,121819085.09685344,121.81908509685344,2,0.88,88.0
16.0,V2V,ns_0,wn_2,-93.23,116.23,327.57,False,1,4.749485502306e-13,4.749485502306e-13,1.0,inf,inf,D,4.753352259428049e-13,1.1877441927606318,0.7472291569980699,112944405.7412483,112.94440574124827,2,0.88,88.0
16.0,V2V,ns_1,we_0,-90.52,113.52,239.72,False,1,8.868481077901e-13,8.868481077901e-13,1.0,inf,inf,D,8.871560120379617e-13,2.216781639275266,3.4572291569980766,168561800.6669303,168.56180066693028,2,0.88,88.0
16.0,V2V,ns_1,we_1,-90.73,113.73,245.59,False,1,8.449928267899999e-13,8.449928267899999e-13,1.0,inf,inf,D,8.452788451602892e-13,2.1121410423795326,3.2472291569980696,163790744.4813356,163.79074448133562,2,0.88,88.0
16.0,V2V,ns_1,we_2,-90.98,113.98,252.74,False,1,7.978500367641999e-13,7.978500367641999e-13,1.0,inf,inf,D,7.979946872679752e-13,1.9939897233082835,2.997229156998066,158206926.94398764,158.20692694398764,2,0.88,88.0
16.0,V2V,ns_1,we_3,-91.27,114.27,261.26,False,1,7.466436797557e-13,7.466436797557e-13,1.0,inf,inf,D,7.464487584100685e-13,1.8651893013744831,2.707229156998084,151863046.0145212,151.86304601452122,2,0.88,88.0
16.0,V2V,ns_1,we_4,-92.79,115.79,311.27,False,1,5.259965343447e-13,5.259965343447e-13,1.0,inf,inf,D,5.260172663907065e-13,1.3143859729902705,1.1872291569980744,121062948.4533494,121.0629484533494,2,0.88,88.0
16.0,V2V,ns_1,we_5,-93.06,116.06,321.11,False,1,4.94247347639e-13,4.94247347639e-13,1.0,inf,inf,D,4.943106869868343e-13,1.2351591378981366,0.9172291569980638,116037755.1445833,116.0377551445833,2,0.88,88.0
16.0,V2V,ns_1,we_6,-93.36,116.36,332.44,False,1,4.611443249401e-13,4.611443249401e-13,1.0,inf,inf,D,4.613175745603792e-13,1.1527175776121414,0.6172291569980703,110615905.98188622,110.61590598188624,2,0.88,88.0
16.0,V2V,ns_1,sn_0,-74.37,97.37,10.72,True,8,3.652962181351e-11,1.559852825811e-11,0.42701,0.745232,-1.28,K,3.655947916131247e-11,91.35302139258486,19.607229156998073,652908725.5627236,652.9087255627236,5,3.3,330.0
16.0,V2V,ns_1,sn_1,-77.21,100.21,6.59,True,8,1.900961047479e-11,1.463301444845e-11,0.769769,3.343469,5.24,D,1.9010782799233036e-11,47.50320539538489,16.767229156998084,560000818.7655532,560.0008187655533,5,3.3,330.0
16.0,V2V,ns_1,ew_0,-90.96,113.96,252.12,False,1,8.017753812749999e-13,8.017753812749999e-13,1.0,inf,inf,D,8.01678063387679e-13,2.003193561688353,3.017229156998073,158649746.24037474,158.64974624037475,2,0.88,88.0
16.0,V2V,ns_1,ew_1,-91.2,114.2,259.13,False,1,7.589678269641e-13,7.589678269641e-13,1.0,inf,inf,D,7.585775750291819e-13,1.895496189478216,2.777229156998064,153381059.8217928,153.3810598217928,2,0.88,88.0
16.0,V2V,ns_1,ew_2,-91.47,114.47,267.52,False,1,7.120971706518e-13,7.120971706518e-13,1.0,inf,inf,D,7.128530301265193e-13,1.781241954339128,2.507229156998071,147572925.75005713,147.57292575005712,2,0.88,88.0
16.0,V2V,ns_1,ew_3,-91.79,114.79,277.36,False,1,6.624817157002999e-13,6.624817157002999e-13,1.0,inf,inf,D,6.622165037017616e-13,1.6547139023032518,2.18722915699807,140855639.0608121,140.85563906081208,2,0.88,88.0
16.0,V2V,ns_1,ew_4,-93.28,116.28,329.38,False,1,4.697495079488999e-13,4.697495079488999e-13,1.0,inf,inf,D,4.69894108605216e-13,1.1741481974143329,0.6972291569980794,112045028.27698992,112.04502827698992,2,0.88,88.0
16.0,V2V,ns_1,ns_0,-48.67,71.67,4.52,True,10,1.358083646589e-08,1.322053866133e-08,0.97347,36.693364,15.65,D,1.3583134465871542e-08,33940.86573181294,45.30722915699808,1505077824.93226,1505.07782493226,7,5.5,550.0
16.0,V2V,ns_1,ns_2,-49.81,72.81,5.43,True,10,1.044787158742e-08,1.008386199226e-08,0.965159,27.702187,14.43,D,1.0447202192208004e-08,26104.953004017996,44.16722915699808,1467209120.51219,1467.20912051219,7,5.5,550.0
16.0,V2V,ns_1,ns_3,-56.31,79.31,9.16,True,10,2.339403280253e-09,2.229642644355e-09,0.953082,20.313682,13.08,D,2.3388372386593535e-09,5844.171011142812,37.66722915699808,1251302951.8712184,1251.3029518712185,7,5.5,550.0
16.0,V2V,ns_1,ns_4,-64.76,87.76,9.29,True,4,3.339436086507e-10,1.973728876893e-10,0.591037,1.445206,1.6,D,3.3419504002611355e-10,835.0700650327674,29.217229156998066,970748003.9066166,970.7480039066164,7,5.5,550.0
16.0,V2V,ns_1,ns_5,-67.02,90.02,7.66,True,4,1.985776831392e-10,1.472832975554e-10,0.741691,2.871334,4.58,D,1.9860949173573716e-10,496.27559154357107,26.957229156998075,895790180.888391,895.790180888391,7,5.5,550.0
