timestamp,link_type,tx_id,rx_id,received_power,path_loss,delay_spread,is_line_of_sight,num_paths,p_tot_watts,p_max_watts,dominance,k_factor,k_factor_db,prop_mode
14.0,V2V,flow_east.0,vehicle_0,-95.05,118.05,2270.3,True,1,3.126079367123962e-13,3.126079367123962e-13,1.0,inf,inf,D
14.0,V2V,flow_east.0,vehicle_1,-95.5,118.5,2391.97,True,1,2.818382931264449e-13,2.818382931264449e-13,1.0,inf,inf,D
14.0,V2V,flow_east.0,vehicle_2,-94.1,117.1,2034.83,True,1,3.8904514499428045e-13,3.8904514499428045e-13,1.0,inf,inf,D
14.0,V2V,flow_west.0,flow_east.0,-95.67,118.67,2439.02,True,1,2.7101916318908417e-13,2.7101916318908417e-13,1.0,inf,inf,D
14.0,V2V,flow_west.0,vehicle_0,-72.49,95.49,169.04,True,1,5.636376558259548e-11,5.636376558259548e-11,1.0,inf,inf,D
14.0,V2V,flow_west.0,vehicle_1,-61.59,84.59,48.23,True,1,6.934258060165679e-10,6.934258060165679e-10,1.0,inf,inf,D
14.0,V2V,flow_west.0,vehicle_2,-80.06,103.06,404.31,True,1,9.8627948563121e-12,9.8627948563121e-12,1.0,inf,inf,D
14.0,V2V,vehicle_0,flow_east.0,-95.05,118.05,2270.3,True,1,3.126079367123962e-13,3.126079367123962e-13,1.0,inf,inf,D
14.0,V2V,vehicle_0,flow_west.0,-72.49,95.49,169.04,True,1,5.636376558259548e-11,5.636376558259548e-11,1.0,inf,inf,D
14.0,V2V,vehicle_0,vehicle_1,-69.63,92.63,121.67,True,1,1.0889300933334355e-10,1.0889300933334355e-10,1.0,inf,inf,D
14.0,V2V,vehicle_0,vehicle_2,-75.37,98.37,235.47,True,1,2.9040226544644452e-11,2.9040226544644452e-11,1.0,inf,inf,D
14.0,V2V,vehicle_1,flow_east.0,-95.5,118.5,2391.97,True,1,2.818382931264449e-13,2.818382931264449e-13,1.0,inf,inf,D
14.0,V2V,vehicle_1,flow_west.0,-61.59,84.59,48.23,True,1,6.934258060165679e-10,6.934258060165679e-10,1.0,inf,inf,D
14.0,V2V,vehicle_1,vehicle_0,-69.63,92.63,121.67,True,1,1.0889300933334355e-10,1.0889300933334355e-10,1.0,inf,inf,D
14.0,V2V,vehicle_1,vehicle_2,-78.98,101.98,357.13,True,1,1.2647363474711497e-11,1.2647363474711497e-11,1.0,inf,inf,D
